0.1,0.004,0.0492677352174985,0.04989045864219,0.048645011792807
0.2,0.017,0.097232346914879,0.103536021247748,0.0909286725820099
0.3,0.033,0.143806480976633,0.145429411319813,0.142183550633453
0.4,0.042,0.188570473986321,0.190726945521933,0.186414002450709
0.5,0.075,0.228331801963468,0.231307516567742,0.225356087359194
0.6,0.108,0.265158867572166,0.26829080444629,0.262026930698041
0.7,0.117,0.307546111298909,0.312250602168668,0.30284162042915
0.8,0.158,0.335617192732837,0.33634124730356,0.334893138162114
0.9,0.176,0.367280514223992,0.373023171394883,0.3615378570531
1,0.197,0.394508717322627,0.407081774585632,0.381935660059622
1.1,0.209,0.425344115194588,0.436287354673475,0.414400875715701
1.2,0.235,0.452040291722571,0.46335610387103,0.440724479574112
1.3,0.261,0.474908142205681,0.492099095932647,0.457717188478715
1.4,0.285,0.49337395381839,0.497899276436694,0.488848631200087
1.5,0.312,0.511376599791695,0.51981127828391,0.502941921299481
1.6,0.337,0.531643711356331,0.541896496702278,0.521390926010385
1.7,0.347,0.55653878663943,0.559901364991515,0.553176208287345
1.8,0.356,0.578990958728395,0.584488651789214,0.573493265667575
1.9,0.38,0.592567177538132,0.598793203733836,0.586341151342429
